event_id,setting,confidence,heuristic_setting,tour,first_date,venue,evidence
5d9d8bbd-845b-4607-94bd-c48748c61946,outdoor,high,indoor,MLP,2025-08-22,City Pickle at Wollman Rink (Central Park NYC) — DoorDash MLP Finals 2025-08-22..24,"CityPickle at Wollman Rink is 14 open-air courts on Central Park's outdoor ice-rink footprint, operating April–October (city-pickle.com/locations/wollman-rink; centralpark.com); the Dink finals preview's weather section — 'Mother Nature seems to be cooperating... very low chance of rain throughout the three-day event', muggy 80s — confirms weather-exposed play (thedinkpickleball.com/mlp-finals-preview-who-is-going-home-a-winner)."
280169bb-803c-474b-b2f9-933c9ffc8b29,outdoor,medium,outdoor,MLP,2025-10-31,Brookhaven Country Club (Farmers Branch TX) — 2025 Edward Jones MLP Cup 2025-10-31..11-02,"The Dink MLP Cup preview has a real weather section ('Highs in the low 70s... humidity levels near 70%', slight rain chance Saturday 'doesn't look too worrisome') — outdoor framing (thedinkpickleball.com/2025-mlp-cup-preview); Brookhaven CC is the outdoor festival site of the Pickleball World Championships (3rd straight year, 'Pickleball Boulevard' with pop-up street courts) with no documented indoor pickleball. No source found stating the exact court, hence medium."
940a7fb0-6fd9-4747-93c5-b7f8f46b1e5e,indoor,high,indoor,MLP,2026-05-22,Pickler Universe Carrollton (TX) — MLP Dallas 2026-05-22..25,"Same venue as MLP Dallas 2025: Pickler Universe is a fully indoor, climate-controlled facility ('Texas' indoor pickleball facility', dallasites101.com/localprofile.com); 2026 season opener held there per majorleaguepickleball.co/events-2026/mlp-dallas-2026."
5e469584-e821-4b40-bccd-3b1fa54a2e05,indoor,high,indoor,MLP,2026-05-28,Pickle & Chill (Columbus OH) — MLP Columbus 2026-05-28..31,"The Kitchen's MLP Columbus 2026 event guide describes Pickle & Chill as 'an indoor facility that has hosted several past MLP events' (thekitchenpickle.com major-league-pickleball-columbus-2026 guide), and the 2025 edition at the same venue is directly documented indoor (Johns withdrawal over indoor lighting)."
24053d7f-1e91-454a-8e57-e13c51fc32ac,indoor,high,indoor,MLP,2026-06-04,Chaifetz Arena (St. Louis MO) — MLP St. Louis 2026-06-04..07,Chaifetz Arena is a single-setting indoor basketball arena; MLP returned there in 2026 after 2025's 'largest indoor professional pickleball event' billing (chaifetzarena.com; firstalert4.com).
9df489ec-31ac-4bd8-9df7-4fe508439d71,outdoor,high,indoor,MLP,2026-06-11,Austin Pickle Ranch (Austin TX) — MLP Austin 2026-06-11..14,"The Dink MLP Austin 2026 preview states directly: 'For the second straight year, the Austin Pickle Ranch is hosting... The pros are playing on outdoor courts, which were built last year for this event' (thedinkpickleball.com/mlp-austin-preview-stop-4-of-the-season)."
fdea9cee-bdd5-4cff-9c9f-1e2050c1c05f,indoor,high,indoor,MLP,2026-06-17,St. Pete Athletic (St. Petersburg FL) — MLP St. Petersburg 2026-06-17..21,"St. Pete Athletic is 'one of the best indoor pickleball facilities in the country' (Dink event preview), and the Dink MLP New York 2026 preview independently confirms: 'The ball will be moving much slower than it was in St. Pete indoors' (thedinkpickleball.com/mlp-st-petersburg-event-preview, /mlp-new-york-event-preview-2)."
39695d6b-c680-4ee8-82a0-51e03901f6f5,mixed,high,indoor,MLP,2026-06-25,Sportime Randall's Island (New York NY) — MLP New York 2026-06-25..28,"Outdoor stadium by default — a wind gust toppled the 30-ft baseline videoboard onto Rachel Rohrabacher during Thursday June 25 play (thedinkpickleball.com/baseline-scoreboard-falls-on-player-during-mlp-new-york-match; worldpickleballmagazine.com/mlp-new-york-2026-safety) — but the Dink recap states 'Rain fell on Saturday and the event had to be moved indoors', with two matches pushed to Sunday morning (thedinkpickleball.com/mlp-new-york-recap-the-fives-win-three-straight-events). Sat 2026-06-27 games = indoor; Thu/Fri/Sun = outdoor."
7c8e927f-13f3-4073-8871-4aaeb68d511b,outdoor,high,outdoor,MLP,2026-07-08,Belknap Park (Grand Rapids MI) — Edward Jones Mid-Season Tournament 2026-07-08..12,"pickleball.com's 2026 event guide: 'The MLP tournament will occur on two outdoor competition courts' at Belknap Park, co-located with the outdoor Beer City Open (pickleball.com/news/mlp-mid-season-tournament-2026-everything-you-need-to-know)."
8d989cbc-a16a-458d-83b5-1ce0490145fd,outdoor,high,outdoor,MLP,2026-07-16,Barnes Tennis Center (San Diego CA) — MLP San Diego 2026-07-16..19,"Barnes Tennis Center has no indoor courts — all ~24 dedicated pickleball courts are outdoor hard courts (pickleheads.com, barnestenniscenter.com/pickleball); it is the recurring outdoor host of MLP and USA Pickleball Nationals."
1b0ea3f0-cc0f-46a4-ac87-fdb0085cb450,indoor,high,indoor,MLP,2026-07-23,Life Time North Shore Sport and Racquet (Northbrook IL) — MLP Chicago 2026-07-23..26,"The Dink MLP Chicago preview is explicit: 'the venue is another indoor venue hosting MLP this year' and 'The weather outlook doesn't matter much at all, as Life Time North Shore is an indoor facility' (thedinkpickleball.com/mlp-chicago-event-preview); the club has 18 indoor + 10 outdoor courts with indoor stadium seating (news.lifetime.life)."
3692157a-7dbf-45c1-a449-0a19923fb90b,outdoor,medium,outdoor,PPA,2024-01-31,JW Marriott Phoenix Desert Ridge (Phoenix 2024-01/02),Label CORRECT (lean). Desert resort tennis/pickleball complex; PPA desert stops are outdoor; not directly verified this pass.
08e9832a-d061-4e90-aaac-453eda53a50d,outdoor,medium,outdoor,PPA,2024-02-20,Bell Bank Park (Mesa AZ 2024-02),Bell Bank Park = Arizona Athletic Grounds (renamed): 41 courts with sunken OUTDOOR championship court; 2025/2026 editions at same complex reported windy conditions. Label correct.
cfc270b2-59e0-4b68-ae6f-9504e63c89e7,indoor,high,indoor,PPA,2024-03-06,Lifetime Lakeville (PPA Lakeville MN 2024-03),Event WAS the 2024 PPA USA Indoor Championships (Forbes 2024-03-11 'PPA Pickleball Indoor Nationals'; pickleballunion.com: 'believed to be the only indoor-only event on the calendar' that season — which itself implies the other 2024 US stops were NOT indoor-only).
f3082b63-bea9-47c6-8554-6e7fa6fb72d5,outdoor,high,indoor,PPA,2024-03-13,Hills of Lakeway - Elevation Athletic Club (Austin 2024-03),"MISLABEL ('athletic club' keyword). pickleball.com wrap-up: rain pushed the event back a day, 'wind was a constant nuisance'; pickleballportal.com recap titled 'Championship Sunday on Monday'. Rain delay + wind havoc = outdoor. 446 games."
3b283897-4f46-415a-abea-2737d26a9c21,outdoor,high,indoor,PPA,2024-04-10,Lifetime Kingwood (Veolia Houston Open 2024-04),"MISLABEL. Life Time PR (news.lifetime.life 2023-09-15): Kingwood = Life Time's 'largest outdoor pickleball development', 22 outdoor courts. Dink recap of this event: 'weather cooperating except for some pesky winds'. 399 games."
00c4a0ca-c3f9-468b-b97a-bb022335ccf4,outdoor,medium,outdoor,PPA,2024-04-17,Los Cab Sports Village (Veolia LA Open 2024-04),Label CORRECT (lean). Los Cab is an outdoor tennis/pickleball sports village; PPA listing boilerplate 'PPA events are outdoor events'; no indoor-court evidence at venue.
a30bcb3a-ee0f-4164-bc85-35fbdfe510c0,outdoor,medium,indoor,PPA,2024-05-13,Lifetime Peachtree Corners (Vizzy Atlanta Slam 2024-05),MISLABEL (lean). Venue = 17 permanent OUTDOOR courts + 12 indoor kept 'for backup in case of weather issues' (thekitchenpickle.com/pickleball.com); pro play defaults outdoor. No weather-disruption reports found for the May 2024 edition specifically. 474 games.
f6a44544-a7db-40ef-bf14-2718b612bfc2,outdoor,high,outdoor,PPA,2024-05-29,"Oasis Tennis Club (CIBC Texas Open, Rockwall 2024-05)",Label CORRECT. heraldbanner + tournament coverage: stormy weather and weather delays during the event.
de8a09d6-6688-44d8-b764-8bfec574ecf9,outdoor,high,indoor,PPA,2024-06-05,Life Time Roseville (Veolia Sacramento Open 2024-06),MISLABEL. Tournament listing (allpickleballtournaments/bounce.game): '14 outdoor courts with permanent nets on a hard surface'. 469 games.
5f38269d-d0c2-4e53-83ba-46ca5aa9872f,outdoor,high,indoor,PPA,2024-06-24,Life Time Rancho San Clemente (OC Cup 2024-06),"MISLABEL. Pickleheads: venue has 8 OUTDOOR hard courts (no indoor pickleball listed); pickleball.com on the 2025 edition at same venue: 'held as an outdoor event', wind/mph discussed. 562 games."
14798b52-0c02-4eb7-99c1-5e7103d67a1f,outdoor,medium,outdoor,PPA,2024-08-07,Kansas City Elite Tennis and Wellness (Selkirk KC Open 2024-08),Label CORRECT (lean). Forbes/SFAP: players 'battled the mid-summer Midwest heat'; spectator Q&A about heat-stroke contingencies. Venue also has indoor tennis courts so minor mixed risk.
044c0e1e-d894-49be-9f5e-4b40ccd49781,unknown,low,outdoor,PPA,2024-08-14,Bristol Sportsplex (Bristol Open 2024-08),Facility (converted Bristol Racquet Club) 'has both indoor and outdoor courts' (search synthesis of heraldcourier/WJHL coverage); which hosted pro draws unverified. 470 games; same question for 2025 edition.
970d08db-a426-424e-8d45-b7a9ee13b08b,indoor,high,indoor,PPA,2024-08-21,Salt Palace Convention Center (Picklr Utah Open 2024-08),"Convention center; Dink Milwaukee 2024 recap cross-confirms: 'roll out courts for this event, similar to Utah and the Las Vegas Cup'."
dd85421f-87b4-483b-ae78-646424be9fbe,indoor,high,outdoor,PPA,2024-08-26,Fontainebleau Las Vegas (LV Pickleball Cup 2024-08),"MISLABEL. PPA/PRNewswire: played in Fontainebleau's 105,000 sqft Royal Ballroom, '30+ courts in one giant room'; also cross-confirmed by Dink Milwaukee quote. 400 games."
2edb8f20-82c0-4edf-ba16-7f67bcaf92fb,unknown,low,outdoor,PPA,2024-08-30,RACV Royal Pines (Gold Coast Open 2024-08/09),Resort has outdoor tennis courts AND a large indoor convention arena (hosted Australian PGA etc.); not verified which hosted play. 169 games.
1c186bb9-a8fd-40e9-988b-118e2f10b62c,mixed,high,indoor,PPA,2024-09-09,Life Time Peachtree Corners (CIBC Atlanta Slam 2024-09),"Dink recap: Hurricane Francine rain Fri–Sat, amateur divisions canceled, PRO matches continued on the renovated INDOOR courts; 'By Championship Sunday the weather had cleared, allowing the finals to take place outdoors'. Early rounds (Tue–Thu) outdoor. 570 games."
7cf26ebf-54ec-4342-8293-a9c0025af28e,indoor,high,outdoor,PPA,2024-11-13,Baird Center (Veolia Milwaukee Open 2024-11),"MISLABEL (PPA->outdoor default; convention-center keyword missed 'Baird Center'). Dink preview: 'This tournament is played indoors at the Baird Convention Center... roll out courts, similar to Utah and the Las Vegas Cup'. 378 games of fake ERA5 wind exposure in the outdoor arm."
2e5f903e-93e3-4463-a85c-c08ef65b62dd,outdoor,high,indoor,PPA,2024-12-04,Life Time Rancho San Clemente (CIBC PPA Finals 2024-12),MISLABEL. Same 8-outdoor-court venue (Pickleheads); San Clemente Times/picketfencemedia coverage of the Finals; no indoor pickleball at RSC. 108 games.
796cbe85-b541-4ab1-870e-0c4498087745,mixed,medium,outdoor,PPA,2024-12-18,Pictona at Holly Hill (Daytona Beach Open 2024-12),"Pictona = 49 courts: 13 COVERED (open-air canopy) incl. the 1,200-seat championship court + ~36 uncovered outdoor (pictona.org). Pro feature matches on covered champ court = rain/sun shielded but wind-exposed; outer matches fully outdoor. Treat as outdoor-for-wind, indoor-for-rain."
a26c60b0-a00a-49cd-b93e-9fa2ac32f433,indoor,high,indoor,PPA,2025-01-30,Melbourne Convention and Exhibition Centre (Australia Open 2025-01),Convention/exhibition centre = temporary indoor courts. 200 games (note: Asia/AU events ARE in games.csv despite CLAUDE.md's stated PPA filter).
c19054b4-056e-474a-993c-46091b3f397e,outdoor,high,outdoor,PPA,2025-02-17,Arizona Athletic Grounds (Carvana Mesa Cup 2025-02),"Label CORRECT. Sunken outdoor championship court + grandstands, 18,965 fans; recaps mention windy conditions (Dink/pickleball.com/11pickles)."
923b6d24-15ac-4ed0-860b-f83b52863e3e,outdoor,high,indoor,PPA,2025-03-05,Lake Kennedy Racquet Center (Veolia Cape Coral Open 2025-03),MISLABEL ('Racquet' keyword). Venue = '30 outdoor hard courts' (bounce.game/conwaybulletin); event previews flagged wind up to 17 mph and possible Championship-Sunday rain. 503 games.
cd075e2c-056f-472e-97b8-d0990abeab98,indoor,high,outdoor,PPA,2025-04-05,Stacks Pickleball (Baton Rouge Challenger 2025-04),"MISLABEL. 'Louisiana's largest indoor pickleball facility', 12 indoor climate-controlled courts (stackspb.com, Pickleheads). 150 games."
481b5c99-cdbb-4094-99c1-93674721d8f8,unknown,low,outdoor,PPA,2025-04-24,"TotalCoach Tennis Centre (PPA NZ Pickleball Cup, Auckland 2025-04)",Venue has 6 INDOOR + 15 outdoor + 2 astroturf courts (tennisauckland.co.nz); late-April Auckland autumn makes indoor plausible for feature matches; no direct evidence found either way. 301 games.
c99d3632-36f8-4b0d-a8a7-2292f9529ea6,indoor,high,indoor,PPA,2025-05-10,The Picklr Westbrook ME (New England Challenger 2025-05),"The Picklr = indoor franchise; Westbrook club is 19 indoor courts in a former Shaw's supermarket (thepicklr.com, wgme.com)."
9c61faee-196b-4c55-9ba0-e99b641f93bf,mixed,high,indoor,PPA,2025-05-12,Life Time Peachtree Corners (Veolia Atlanta Championships 2025-05),"pickleball.com: 'intermittent rain, play stopped for short periods just about each day... PPA was able to transition fairly easily to indoor courts and keep the pro matches going'; MD final finished Monday morning. Substantial pro play BOTH settings. 600 games."
e1842e7a-e840-47dd-8cfb-831e39766f8b,indoor,high,outdoor,PPA,2025-05-31,The Flying Pickle (Boise Challenger 2025-05),"MISLABEL. 'Premium Indoor Pickleball Facility', 18 indoor dedicated courts (theflyingpickle.com, Pickleheads, KTVB). 233 games."
6721a195-d4c9-480e-b5d5-957a7a4870b2,outdoor,high,indoor,PPA,2025-06-16,Life Time Rancho San Clemente (OC Cup 2025-06),"MISLABEL. pickleball.com: 'held as an outdoor event... weather was perfect... Wind shouldn't be a huge issue, with Saturday the only day in the double digits in terms of mph'. 614 games."
3ab7541a-a4fd-4a13-89ab-79ea210770b4,indoor,high,outdoor,PPA,2025-06-28,Fairport Pickleball Club (Flower City Challenger 2025-06),"MISLABEL. Pickleheads/bounce.game: 10 indoor courts, 0 outdoor, climate-controlled. 288 games."
bc0ebed9-2641-4a5a-bbee-5d33d0ea4bc6,indoor,medium,outdoor,PPA,2025-07-03,9Pickle (PPA Asia Malaysia Open 2025-07),LIKELY MISLABEL. 9Pickle Setia Alam = 8 indoor + 2 outdoor courts (Pickleheads); pro 'Grand' courts are indoor; tropical climate. 181 games.
82b1a95d-a818-4412-b84b-db1c52f3143c,unknown,low,outdoor,PPA,2025-08-05,Bristol Sportsplex (Bristol Open 2025-08),Same venue ambiguity as 2024 (indoor + outdoor courts on site). 507 games.
3b11da04-26cc-4cc3-817f-1509fd6aec41,indoor,high,indoor,PPA,2025-08-21,Kai Tak Arena (Hong Kong Open 2025-08),Kai Tak Arena is an indoor arena. 173 games.
296b6f6f-577f-4cf2-8a5a-657c71485b38,outdoor,medium,outdoor,PPA,2025-08-23,Allan Witt Park (Fairfield Challenger 2025-08),Label CORRECT. Park opened 16 dedicated OUTDOOR lighted pickleball courts in 2022 (the-armijo-signal 'outdoor new sports courts'); the park's indoor sports center is a basketball gym. August event on the outdoor complex.
a043cc4a-5889-4dd2-9888-9a0dbffed893,indoor,high,indoor,PPA,2025-08-27,Las Vegas Convention Center (Open at the LV Strip 2025-08),"Convention center, roll-out indoor courts (same pattern PPA used at Salt Palace/Fontainebleau/Baird per Dink). 444 games."
03b56937-6be0-4115-a103-d95ed667af94,indoor,medium,outdoor,PPA,2025-09-24,9Pickle Setia Alam (PPA Asia Malaysia Cup 2025-09),LIKELY MISLABEL. Same 8-indoor/2-outdoor club. 235 games.
64bbc71e-f0e2-425a-97f5-4a45ac47ee3e,outdoor,medium,indoor,PPA,2025-09-26,Life Time Arden (Sacramento Vintage Open 2025-09),MISLABEL (lean). Same venue as 2026 Sac Open where Dink preview flags wind/precipitation as on-court factors; Life Time Arden courts described 'nestled amongst tree-filled hills' (Dink/Forbes); dry-season September. 164 games.
aeb21200-04b6-4900-95d0-4a1e2d9e2770,indoor,medium,outdoor,PPA,2025-09-30,"Tien Son Sport Centre (PPA Asia Vietnam Cup, Danang 2025-09/10)","LIKELY MISLABEL. 'Tien Son Sports Palace' is an indoor arena (Guinness single-day attendance record 7,906 announced inside the arena, thedinkpickleball/vietnamplus); some matches also at Tuyen Son Sports Village so mixed possible. 292 games. NOTE: event_geo last_date=2025-12-01 vs actual Sep30–Oct4 — date-range bug."
df5e4382-7788-468c-8290-8044c8030c59,indoor,low,indoor,PPA,2025-10-11,Little Rock Athletic Club (Rock City Rally Challenger 2025-10),"LRAC = 8 climate-controlled INDOOR + 4 outdoor pickleball courts (clubsolutionsmagazine/aymag); flagship is the 2024-opened indoor facility, so indoor-lean for an October challenger, but which courts hosted pro matches unverified — could be mixed. 245 games."
309bc6d6-945f-4e60-a79e-69f68070d332,indoor,medium,outdoor,PPA,2025-12-03,Lin Ping Sports Center (PPA Asia Hangzhou Open 2025-12),"LIKELY MISLABEL. Linping Sports Centre 4,200-seat gymnasium (2022 Asian Games venue, ehangzhou.gov.cn); December in Hangzhou. 209 games."
3c40bcc6-3b7f-4fe9-b477-86afcdb47477,indoor,high,outdoor,PPA,2025-12-13,PinPoint Pickleball (Raleigh Challenger 2025-12),"MISLABEL. Official name 'Pin Point Indoor Pickleball & Golf', 16 indoor courts; December event. 429 games."
1259f4ea-2fc6-40d2-b172-c89bd3e5caae,mixed,medium,outdoor,PPA,2025-12-16,Pictona at Holly Hill (Daytona Beach Open 2025-12),Same covered-championship-court structure as 2024 edition. 464 games.
a87739fb-9ea8-4572-9944-ec10f355b9c0,indoor,high,indoor,PPA,2026-01-19,Lifetime Lakeville (Indoor National Championships 2026-01),Event title literally 'Indoor National Championships'; January in Minnesota. 397 games.
fc07fe03-0caa-4cb1-a71f-845438129aa5,outdoor,medium,outdoor,PPA,2026-02-16,Arizona Athletic Grounds (2026 Carvana Mesa Cup 2026-02),Same outdoor complex as 2025. Label correct.
46723c67-4fcc-4cd0-91cb-3f0ab0b19cef,outdoor,medium,indoor,PPA,2026-02-21,Life Time Kingwood Pickleball (Houston Challenger 2026-02),"MISLABEL (lean). Venue field names the 22-court OUTDOOR complex ('Life Time Kingwood Pickleball', Life Time's largest outdoor pickleball development); Feb in Houston is playable. Not directly verified for this edition. 611 games."
344b993b-5b4d-48d8-81e8-13f033455e1a,outdoor,medium,indoor,PPA,2026-03-07,Harbour Island Life Time Pickleball (Tampa Challenger 2026-03),MISLABEL (lean). Life Time PR + lifetime.life: Harbour Island's 12 pickleball courts are 'dedicated outdoor pickleball courts' with stadium seating (the 186k sqft indoor club is gym/pools). 274 games.
a007e41a-7907-4a6f-8d37-9a153aed01ec,outdoor,high,outdoor,PPA,2026-03-09,The Courts McKinney (Veolia Texas Open 2026-03),"Label CORRECT. Dink recap: 'wind gusts over 40mph on Friday, Saturday, and Sunday, wind played a huge role'. Useful as a known high-wind event for sanity-checking the wind join."
239b912c-544e-4175-8730-0e0ddca8790e,outdoor,high,indoor,PPA,2026-04-13,Life Time Arden (2026 Sacramento Open 2026-04),"MISLABEL. Dink tournament preview: 'the weather could not look much better... Winds may become an issue, and Sunday could cause some problems with precipitation'. 381 games."
7725ae53-97c5-447e-8197-48c0a3661033,outdoor,medium,outdoor,PPA,2026-04-18,Opelika Sportsplex (Opelika Challenger 2026-04),"Label CORRECT with caveat: 12-court pavilion is covered by a large open-air CANOPY (opelika-al.gov) + 24 uncovered outdoor courts — Pictona-style: wind yes, rain/sun no for pavilion matches."
92d37566-5850-40a3-8aad-7217276dc586,mixed,medium,indoor,PPA,2026-04-27,Life Time Peach Tree Corners (2026 Veolia Atlanta Championships 2026-04/05),"Outdoor primary; 'a lot of rain on Wednesday during the Round of 32, good chance of rain on Saturday during the semis' (pickleball-wiki/pickleball.com); venue SOP is transitioning pros to the 12 indoor courts during rain ('courts are reserved for PPA Tour use if weather requires indoor play', Dink 2026 preview). 683 games."
d7806c39-89b0-4692-970c-b73a835fa60a,outdoor,high,indoor,PPA,2026-05-04,Life Time Rancho San Clemente (2026 PPA Finals 2026-05),MISLABEL. Outdoor-only pickleball venue (8 outdoor courts); pickleball.com Finals wrap notes picturesque weather enjoyed by crowds. 378 games.
2a17a5d5-80bd-4540-8f04-499f9439cac2,mixed,low,outdoor,PPA,2026-05-30,Zero Zero Two (Fracas in Fort Collins Challenger 2026-05),Club = 11 INDOOR + 6 championship-sized OUTDOOR courts (zerozerotwo.pro); a 468-player 3-day challenger almost certainly used both; which side hosted pro matches unverified. 335 games.
78499ed8-87d2-4879-986c-062c372c5234,indoor,high,outdoor,PPA,2026-06-13,The Flying Pickle (2026 Boise Challenger 2026-06),MISLABEL. Same 18-indoor-court facility. 292 games.
2dd8c673-2aa6-43b2-95bd-b4aa4e278e52,indoor,high,indoor,PPA,2026-06-27,The Picklr Westbrook (2026 Portland ME Challenger 2026-06),"19 indoor courts, former supermarket; fox23maine covered the 2026 Challenger at the indoor club. 238 games."
c33129da-d0ec-4dc5-ada4-61d1d7412764,indoor,high,outdoor,PPA,2026-07-18,Rhythm & Rally Sports & Events (Macon Challenger 2026-07),"MISLABEL. World's largest INDOOR pickleball facility — 32 climate-controlled courts inside Macon Mall (visitmacon.org, rhythmandrally.com). 476 games, event is 10 days ago — in current data."
